,authors,binding,date_published,edition,image,isbn,isbn13,msrp,publish_date,publisher,subjects,synopsys,title,title_long
55,['Pierre Piret'],,January 2008,,https://images.isbndb.com/covers/48/93/9782871064893.jpg,287106489X,9782871064893.0,,,Le Cri ?edition,['Literary Collections'],,Simon Leys,simon-leys
56,['Juan Munoz-Tebar'],Hardcover,February 2013,Large type / large print edition,https://images.isbndb.com/covers/30/67/9781939393067.jpg,193939306X,9781939393067.0,,2013-02-14,,['Juvenile Fiction'],,Sylvia & Simon,sylvia-simon
57,['Barnabas Crist Bal'],,2012,,https://images.isbndb.com/covers/76/53/9786201137653.jpg,6201137653,9786201137653.0,,2012,,,,Simon Greatwich,Simon-greatwich
58,['Alain S. Mikhayhu'],,2012,,https://images.isbndb.com/covers/72/94/9786136117294.jpg,6136117290,9786136117294.0,,2012,,,,Simon Pond,Simon-pond
59,['Lambert M. Surhone'],,July 2010,,https://images.isbndb.com/covers/04/60/9786131010460.jpg,6131010463,9786131010460.0,,,,['Art'],,Simon Rattle,simon-rattle
60,"['Mead', 'G. R. S.']",,September 2010,,https://images.isbndb.com/covers/32/99/9781162563299.jpg,116256329X,9781162563299.0,,,,['Literary Collections'],,Simon Magus: An Essay on the Founder of Simonianism Based on the Ancient Sources with a Re-Evaluation of His Philosophy and Teachin,simon-magus
61,['Wade Anastasia Jere'],,2012,,https://images.isbndb.com/covers/27/09/9786200312709.jpg,6200312702,9786200312709.0,,2012,,,,Simon Clist,Simon-clist
62,"['Surhone', 'Lambert M.', 'Timpledon', 'Miriam T.', 'Marseken', 'Susan F.']",,2010,,https://images.isbndb.com/covers/77/44/9786131167744.jpg,6131167745,9786131167744.0,,2010,,,,Simon Schama,Simon-schama
63,"['Segev', 'Tom']",,2010,,https://images.isbndb.com/covers/86/27/9780739358627.jpg,0739358626,9780739358627.0,,2010,,,,Simon Wiesenthal: The Life And Legends,Simon-wiesenthal
64,['Niek Yoan'],,2011,,https://images.isbndb.com/covers/21/73/9786137442173.jpg,6137442179,9786137442173.0,,2011,,,,Barry Simon,Barry-simon
65,['Lori Foster'],Hardcover,2007,,https://images.isbndb.com/covers/58/35/9780739485835.jpg,0739485830,9780739485835.0,,2007,"Berkley Books, New York",,,Simon Says,Simon Says
66,"['Surhone', 'Lambert M.', 'Timpledon', 'Miriam T.', 'Marseken', 'Susan F.']",,2010,,https://images.isbndb.com/covers/55/02/9786131185502.jpg,6131185506,9786131185502.0,,2010,,,,Tobias Simon,Tobias-simon
67,"['Mead', 'George Robert Stow']",,2010,,https://images.isbndb.com/covers/04/94/9781153740494.jpg,1153740494,9781153740494.0,,2010,General Books,,,Simon Magus,Simon-magus
68,['George Robert Stow Mead'],,November 2011,,https://images.isbndb.com/covers/88/34/9783842448834.jpg,384244883X,9783842448834.0,,,,['Fiction'],,Simon Magus,simon-magus
69,['Lambert M. Surhone'],,August 2010,,https://images.isbndb.com/covers/90/83/9786132399083.jpg,6132399089,9786132399083.0,,,,['Performing Arts'],,Abbey Simon,abbey-simon
70,"['Mead', 'G. R. S.']",,2010,,https://images.isbndb.com/covers/26/65/9781161352665.jpg,116135266X,9781161352665.0,,,,,,Simon Magus: An Essay on the Founder of Simonianism Based on the Ancient Sources with a Re-Evaluation of His Philosophy and Teachin,simon-magus
71,['Anthony Hope'],Paperback,2010,,https://images.isbndb.com/covers/24/78/9781147482478.jpg,1147482470,9781147482478.0,33.75,2010,Nabu Press,,,Simon Dale,Simon Dale
72,['Rodney Peppe'],Paperback,1973,1,https://images.isbndb.com/covers/46/21/9780030914621.jpg,0030914620,9780030914621.0,,1973,"Holt, Rinehart And Winston",,,Simple Simon,Simple Simon
73,['Columba Sara Evelyn'],,2012,,https://images.isbndb.com/covers/98/87/9786200449887.jpg,6200449880,9786200449887.0,,2012,,,,Simon Marples,Simon-marples
74,"['Surhone', 'Lambert M.', 'Timpledon', 'Miriam T.', 'Marseken', 'Susan F.']",,2010,,https://images.isbndb.com/covers/03/23/9786131010323.jpg,6131010323,9786131010323.0,,,,['Education'],,Simon Cowell,simon-cowell
75,['Robert Stow George Mead'],Hardcover,2007,,https://images.isbndb.com/covers/57/45/9781435335745.jpg,1435335740,9781435335745.0,62.99,2007,Indypublish,,,Simon Magus,Simon Magus
76,['Robin Reardon'],Paperback,2014,,https://images.isbndb.com/covers/47/61/9780758284761.jpg,0758284764,9780758284761.0,15,2014,Kensington,,"Everything Sixteen-year-old Simon Fitzroy-hunt Loves Is In England. There's His School, His Boyfriend, His Cat, And Especially Oxford University, Which Simon Plans To Attend Just As His Beloved Late Father Planned. But All Of Simon's Certainties Come Crashing Down When His Mother Remarries And Drags Him To Boston With Her. Simon's Stepsister, Persie, Is Overindulged By Her Father And Struggling With Asperger Syndrome. And Simon's School Project-coaching A Young Student For The National Spelling Bee-hits A Complication When Eleven-year-old Toby Makes A Confession: There's A Girl Trapped Inside His Body, And Her Name Is Kay. Helping Kay Find Her Way Begins Changing Simon Too, Opening Him To Different Perspectives, Revealing A Strength That's Gone Untapped Until Now. And As The Life He's Known, And The Future He Envisioned, Slips Further Away Each Day, He Realizes He Can Either Lose His Direction Entirely, Or Forge A New -and Perhaps Even Better-path.",Educating Simon,Educating Simon
77,['Nette Hilton'],Paperback,2003,,https://images.isbndb.com/covers/44/24/9780439974424.jpg,0439974429,9780439974424.0,,2003,Scholastic,,,"Attention, Simon!","Attention, Simon!"
78,['Timoteus Elmo'],,2012,,https://images.isbndb.com/covers/93/73/9786201459373.jpg,6201459375,9786201459373.0,,2012,,,,Simon Hinks,Simon-hinks
79,['Tammy Lee Watson'],Paperback,2009,,https://images.isbndb.com/covers/87/51/9780984228751.jpg,0984228756,9780984228751.0,19.99,2009,Helm Production,,,Saving Simon,Saving Simon
80,['Timoteus Elmo'],,2012,,https://images.isbndb.com/covers/93/24/9786139679324.jpg,613967932x,9786139679324.0,,2012,,,,Geoffrey Simon,Geoffrey-simon
81,['Anonymous'],Paperback,2012,,https://images.isbndb.com/covers/72/45/9781276867245.jpg,1276867247,9781276867245.0,15.75,2012,Nabu Press,,,Simon Fish...,Simon Fish...
82,['Rodney Peppé'],Hardcover,1972,,https://images.isbndb.com/covers/26/63/9780582152663.jpg,0582152666,9780582152663.0,,1972,Longman Young Books,,,Simple Simon,Simple Simon
83,['Hardmod Carlyle Nicolao'],,2012,,https://images.isbndb.com/covers/95/95/9786200849595.jpg,6200849595,9786200849595.0,,2012,,,,Simon Eastaugh,Simon-eastaugh
84,['Terrence James Victorino'],,2012,,https://images.isbndb.com/covers/51/37/9786200625137.jpg,6200625131,9786200625137.0,,2012,,,,Simon Pulsifer,Simon-pulsifer
85,['Evander Luther'],,2012,,https://images.isbndb.com/covers/41/55/9786200234155.jpg,6200234159,9786200234155.0,,2012,,,,Simon Calder,Simon-calder
86,['Nuadha Trev'],,2012,,https://images.isbndb.com/covers/14/23/9786200371423.jpg,6200371423,9786200371423.0,,2012,,,,Simon Line,Simon-line
87,,Paperback,,,https://images.isbndb.com/covers/99/46/9789020679946.jpg,9020679945,9789020679946.0,,,,,,Simon Vs,Simon Vs
88,"['Simon', 'Paul']",,,,https://images.isbndb.com/covers/91/77/9781112769177.jpg,111276917X,9781112769177.0,,,,['Literary Collections'],,Paul Simon,paul-simon
89,['George Robert Stow Mead'],Paperback,2009,,https://images.isbndb.com/covers/84/00/9780559058400.jpg,0559058403,9780559058400.0,19.75,2009,Bibliolife,,,Simon Magus,Simon Magus
90,['Sara R. Shaber'],,2005,,https://images.isbndb.com/covers/84/99/9781843958499.jpg,184395849X,9781843958499.0,,,,,,Simon Said,simon-said
91,['Larrie Benton Zacharie'],,2011,,https://images.isbndb.com/covers/10/12/9786138531012.jpg,6138531019,9786138531012.0,,2011,,,,Anke Simon,Anke-simon
92,['Lambert M. Surhone'],,2011,,https://images.isbndb.com/covers/79/54/9786136237954.jpg,6136237954,9786136237954.0,,2011,,,,Taryn Simon,Taryn-simon
93,['Adam Cornelius Bert'],,2012,,https://images.isbndb.com/covers/93/86/9786200339386.jpg,6200339384,9786200339386.0,,2012,,,,Simon Hackney,Simon-hackney
94,['Kristian Care Simon Cruger'],,July 2009,,https://images.isbndb.com/covers/10/78/9781113311078.jpg,111331107X,9781113311078.0,,,,['History'],,Simon Cruger,simon-cruger
95,['Raymond G. Berube'],,February 2013,,https://images.isbndb.com/covers/71/14/9781482627114.jpg,1482627116,9781482627114.0,,,,"['Body', 'Mind &amp; Spirit']",,Simon Speaks,simon-speaks
96,['Elaine Marie Alphin'],Hardcover,2002,1,https://images.isbndb.com/covers/35/56/9780152163556.jpg,0152163557,9780152163556.0,17,2002,Harcourt Children's Books,,,Simon Says,Simon Says
97,['Clifton Wilbraham 1845 Collins'],Paperback,2011,,https://images.isbndb.com/covers/29/23/9781247662923.jpg,1247662926,9781247662923.0,36.75,2011,Nabu Press,,,Saint Simon,Saint Simon
98,['Carleton Olegario M. Ximo'],,2012,,https://images.isbndb.com/covers/22/07/9786200522207.jpg,6200522200,9786200522207.0,,2012,,,,Simon Oates,Simon-oates
99,['Eldon A. Mainyu'],,2012,,https://images.isbndb.com/covers/29/47/9786201142947.jpg,6201142940,9786201142947.0,,2012,,,,Simon Armitage,Simon-armitage
100,"['Surhone', 'Lambert M.', 'Tennoe', 'Mariam T.', 'Henssonow', 'Susan F.']",,,,https://images.isbndb.com/covers/29/30/9786133142930.jpg,6133142936,9786133142930.0,,,,,,Simon Palomares,Simon-palomares
101,"['Surhone', 'Lambert M.', 'Timpledon', 'Miriam T.', 'Marseken', 'Susan F.']",,2010,,https://images.isbndb.com/covers/51/44/9786131185144.jpg,613118514X,9786131185144.0,,,,,,Steve Simon,steve-simon
102,"['Surhone', 'Lambert M.', 'Timpledon', 'Miriam T.', 'Marseken', 'Susan F.']",,2010,,https://images.isbndb.com/covers/77/26/9786130977726.jpg,6130977727,9786130977726.0,,,,,,Simon Pegg,simon-pegg
103,['Iustinus Tim Avery'],,2012,,https://images.isbndb.com/covers/44/11/9786200644411.jpg,6200644411,9786200644411.0,,2012,,,,Simon Critchley,Simon-critchley
104,['Anthony Hope'],Paperback,2010,,https://images.isbndb.com/covers/13/48/9781178101348.jpg,1178101347,9781178101348.0,35.75,2010,Nabu Press,,,Simon Dale,Simon Dale
105,"['Surhone', 'Lambert M.', 'Tennoe', 'Mariam T.', 'Henssonow', 'Susan F.']",,2010,,https://images.isbndb.com/covers/56/14/9786131365614.jpg,613136561x,9786131365614.0,,2010,,,,Todd Simon,Todd-simon
106,['Jordan Naoum'],,2012,,https://images.isbndb.com/covers/12/97/9786200721297.jpg,6200721297,9786200721297.0,,2012,,,,Simon Kovar,Simon-kovar
107,['Timoteus Elmo'],,2012,,https://images.isbndb.com/covers/83/06/9786200478306.jpg,6200478309,9786200478306.0,,2012,,,,Simon Grayson,Simon-grayson
108,['Adrian Monico'],,August 2012,,https://images.isbndb.com/covers/44/02/9780987354402.jpg,098735440X,9780987354402.0,,,,['Juvenile Fiction'],,Simon Eady,simon-eady
109,['Christabel Donatienne Ruby'],,2011,,https://images.isbndb.com/covers/21/47/9786137702147.jpg,6137702146,9786137702147.0,,2011,,,,Lidia Simon,Lidia-simon
110,['Stephen Haar'],,2003,,https://images.isbndb.com/covers/96/05/9783111869605.jpg,3111869601,9783111869605.0,,2003,,,,Simon Magus,Simon-magus
111,['Theosophical Publishing Society'],Paperback,2010,,https://images.isbndb.com/covers/96/61/9781163059661.jpg,1163059668,9781163059661.0,7.96,2010,"Kessinger Publishing, Llc",,,Simon Magus,Simon Magus
112,['Anonymous'],Paperback,2010,,https://images.isbndb.com/covers/45/50/9781142024550.jpg,1142024555,9781142024550.0,34.75,2010,Nabu Press,,,Simon Dale,Simon Dale
113,"['Surhone', 'Lambert M.', 'Tennoe', 'Mariam T.', 'Henssonow', 'Susan F.']",,2011,,https://images.isbndb.com/covers/60/65/9786135156065.jpg,6135156063,9786135156065.0,,2011,,,,Sam Simon,Sam-simon
114,['Dismas Reinald Apostolis'],,August 2012,,https://images.isbndb.com/covers/19/17/9786201471917.jpg,620147191X,9786201471917.0,,,,['Sports &amp; Recreation'],,Simon Halliday,simon-halliday
115,['G. R. S. Mead'],Hardcover,2010,,https://images.isbndb.com/covers/65/16/9781169236516.jpg,1169236510,9781169236516.0,27.16,2010,"Kessinger Publishing, Llc",,,Simon Magus,Simon Magus
116,['Elaine Marie Alphin'],Paperback,June 2005,1,https://images.isbndb.com/covers/67/81/9780152046781.jpg,015204678X,9780152046781.0,,2005-06-01,Houghton Mifflin Harcourt,['Teen Fiction'],"<p><P>Charles Weston, an aspiring young artist attending a private arts high school, discovers that being true to one's self means opening the door to both pain and pleasure.</p><h3>Publishers Weekly</h3><p>High school junior Charles Weston, whose paintings convey truth so powerfully that all who see them promptly fear and/or dislike him, has just arrived at Whitman, a boarding school for artists. The school's amenities notwithstanding, Charles has enrolled simply in order to meet Graeme Brandt, a senior, and author of a YA novel that Charles finds brilliant in its send-up of people's shallowness (Life is just one big game of Simon Says.... Nobody even wants to admit they're playing). Charles, who now refuses to let others see his paintings, is hoping that Graeme can show him how to get beyond the game... show me how to keep from locking myself away inside a studio forever. While the boys connect immediately, Charles realizes that Graeme is also playing, just like Graeme's protagonist (He knew what Simon wanted before Simon even said anything). When Charles pushes Graeme to find his true self (You're nothing but a lifeless mirror that reflects everyone's expectations!), Graeme commits suicide and camouflages it as a heart attack, leaving a note explaining his actions to Charles. Alphin (Counterfeit Son) adds texture by inserting Graeme's journals between Charles's narration, and she brings unusual candor to her portrayal of gay characters. But while the author taps into adolescent visions of the artist's life and the difficulties of being an individual, her constant reiteration of these themes grows tiresome. Metaphors run a little thick, and the quagmires seemed overcooked. Ages 14-up. (May) Copyright 2002 Cahners Business Information.</p>",Simon Says,simon-says
117,['Jan Freeman'],Paperback,2000-04-01,1,https://images.isbndb.com/covers/83/48/9780963818348.jpg,0963818341,9780963818348.0,13.95,,Paris Press,"['PS3556.R389 S5 2000', '811/.54']",Jan Freeman.,Simon Says,Simon Says
118,"['Surhone', 'Lambert M.', 'Timpledon', 'Miriam T.', 'Marseken', 'Susan F.']",,2010,,https://images.isbndb.com/covers/96/59/9786131069659.jpg,6131069654,9786131069659.0,,2010,,,,Simon Tong,Simon-tong
119,['Jules Simon'],,April 2012,,https://images.isbndb.com/covers/43/73/9781286224373.jpg,1286224373,9781286224373.0,,,,['History'],,Jules Simon,jules-simon
120,['David Rosenthal'],Paperback,2003,,https://images.isbndb.com/covers/04/35/9781594050435.jpg,1594050430,9781594050435.0,15.95,2003,New Age World Publishing,,,Simon Plays,Simon Plays
121,"['Pearse', 'Mark Guy']",,2009,,https://images.isbndb.com/covers/87/46/9781150048746.jpg,1150048743,9781150048746.0,,2009,,,,Simon Jasper,Simon-jasper
122,['Julian F. Thompson'],Library Binding,1987,,https://images.isbndb.com/covers/50/72/9780590405072.jpg,0590405071,9780590405072.0,12.95,1987,Scholastic,,,Simon Pure,Simon Pure
123,['Niek Yoan'],,2012,,https://images.isbndb.com/covers/94/79/9786139669479.jpg,6139669472,9786139669479.0,,2012,,,,Kevin Simon,Kevin-simon
124,['Dismas Reinald Apostolis'],,2012,,https://images.isbndb.com/covers/79/58/9786200307958.jpg,6200307954,9786200307958.0,,2012,,,,Simon Mensing,Simon-mensing
125,['Donna Kauffman'],Mass Market Paperback,July 2010,Original,https://images.isbndb.com/covers/55/81/9780373795581.jpg,0373795580,9780373795581.0,,2010-06-22,Harlequin,['Literary Collections'],"<p><br>Uh-oh. Respectable night manager Sophie Maplethorpe is about to break and enter&mdash;in her own hotel. Worse, she ducks into the wrong room! But it's hard to be sorry when she discovers the most sexy, mysterious guy in it&hellip;.<P>International security expert Simon Lassiter is on the verge of finding a stolen precious&mdash;and pricey&mdash;gem&hellip;until the most criminally inept but majorly hot woman creeps into his room. Much to their soon-discovered mutual pleasure!<P>But Simon's got hard-earned savvy and sophistication. He's not about to trust a woman who just happened to stumble into a major heist.<P>Not even if she <I>is</i> willing to do anything Simon says in the bedroom&hellip;.</p>",Simon Says... (Harlequin Blaze Series #554),simon-says
126,"['Society American Tract', 'American Tract Society', 'Tract Society']",,2010,,https://images.isbndb.com/covers/87/73/9781142098773.jpg,114209877X,9781142098773.0,,,,['Religion'],,Simon Peter: His Early Life and Times,simon-peter
127,['Guillermo A. Sherwell'],Hardcover,2006,,https://images.isbndb.com/covers/34/87/9781421803487.jpg,1421803488,9781421803487.0,27.95,2006,1st World Library - Literary Society,,,Simon Bolivar,Simon Bolivar
128,['Chas Newkey-Burden'],,2009-10-10,,https://images.isbndb.com/covers/44/55/9781843174455.jpg,1843174456,9781843174455.0,,2009-10-10,Michael O'mara Books,,"Love Him Or Loathe Him, Simon Cowell Is Arguably The Most Influential Player In The British Entertainment Industry And One Of Britain's Most Successful Exports. After A Humble Start In The Post Room At Emi, His Meteoric Rise Began When He Became A Top A&r Executive, Signing Huge Acts From Westlife And Five To Robson & Jerome. Fame And A Television Career Followed When He Became A Judge In The Tv Talent Shows Pop Idol And American Idol And Subsequently Created The Hit Shows The X Factor And Britain's Got Talent, Watched By Millions Every Year. His Trademark Blunt Honesty Coupled With His Extraordinary Business Savvy Has Made Him A Household Name - But What Do We Really Know About This Charismatic And Sharp-tongued Man? In Simon Cowell Chas Newkey-burden Finds Out, Interviewing Friends And Old Colleagues, And Lifting The Lid On The Professional And Private Life Of One Of Britain's Most Eligible Batchelors.",Simon Cowell,Simon Cowell
129,['Gerhard Masur'],Paperback,2010,,https://images.isbndb.com/covers/44/42/9781163144442.jpg,1163144444,9781163144442.0,42.36,2010,"Kessinger Publishing, Llc",,,Simon Bolivar,Simon Bolivar
130,['Columba Sara Evelyn'],,2012,,https://images.isbndb.com/covers/72/22/9786200497222.jpg,6200497222,9786200497222.0,,2012,,,,Simon Burke,Simon-burke
131,"['Reisman', 'Michael']",Hardcover,2009,Reprint,https://images.isbndb.com/covers/08/28/9780525420828.jpg,0525420827,9780525420828.0,,2009-06-11,Dutton Juvenile,"[""Children's Fiction"", 'Action & Adventure']",,Simon Bloom: The Octopus Effect,simon-bloom
132,"['Masur', 'Gerhard']",,2010,,https://images.isbndb.com/covers/00/84/9781161630084.jpg,1161630082,9781161630084.0,,,,['Biography &amp; Autobiography'],,Simon Bolivar,simon-bolivar
133,['Germain Adriaan'],,2012,,https://images.isbndb.com/covers/60/87/9786200416087.jpg,6200416087,9786200416087.0,,2012,,,,Simon Osborn,Simon-osborn
134,['Simon Starling'],,July 2013,,https://images.isbndb.com/covers/18/04/9788890841804.jpg,889084180X,9788890841804.0,,,,['Art'],,Simon Starling,simon-starling
135,['Timoteus Elmo'],,2012,,https://images.isbndb.com/covers/68/54/9786200836854.jpg,620083685x,9786200836854.0,,2012,,,,Simon Madden,Simon-madden
136,['Guillermo A. Sherwell'],Paperback,2005,,https://images.isbndb.com/covers/44/84/9781421804484.jpg,1421804484,9781421804484.0,12.95,2005,1st World Library - Literary Society,,,Simon Bolivar,Simon Bolivar
137,['Emory Christer'],,2012,,https://images.isbndb.com/covers/55/88/9786200555588.jpg,6200555583,9786200555588.0,,2012,,,,Simon Hose,Simon-hose
138,['Timoteus Elmo'],,2012,,https://images.isbndb.com/covers/09/16/9786200590916.jpg,6200590915,9786200590916.0,,2012,,,,Simon Gleeson,Simon-gleeson
139,['John Bruhwiler'],Paperback,2006,,https://images.isbndb.com/covers/44/44/9780966074444.jpg,0966074440,9780966074444.0,17.95,2006,.,,"<p>simon Philipe Is The Story Of A Man And The Women And Horses That He Loves. Simon Copes With A Job That Has Become Routine, And Struggles With Divorce, Finding Release And Strength In His Horses. A New Woman, Lovely, Intelligent, And Independent, Challenges Simon's Outlook That Seems Old-fashioned In A Rapidly Changing World. Several Years Younger And Of A Different Race, She Causes Him To Explore His Past, From Abandonment As A Child To The Youthful Adventures In The Harsh World Of The Canadian Wilderness. Simon Will Learn That Caring For A Woman, For Children, Even For A Horse, Demands Sacrifice.</br></p>",Simon Philipe,Simon Philipe
140,['Claude Gauteur'],Paperback,2005,,https://images.isbndb.com/covers/48/65/9782268054865.jpg,2268054861,9782268054865.0,,2005,Editions Du Rocher,,Claude Gauteur. Includes Bibliographical References And Index.,Michel Simon,Michel Simon
141,['G. R. S. Mead'],Paperback,1978,,https://images.isbndb.com/covers/25/87/9780890052587.jpg,0890052581,9780890052587.0,10,1978,Ares Pub,,,Simon Magus,Simon Magus
142,['Anthony Hope'],Paperback,2012,,https://images.isbndb.com/covers/86/90/9781278328690.jpg,1278328696,9781278328690.0,33.75,2012,Nabu Press,,,Simon Dale...,Simon Dale...
143,['Zheng Cirino'],,February 2012,,https://images.isbndb.com/covers/50/44/9786200565044.jpg,620056504X,9786200565044.0,,,,['Performing Arts'],,Simon Dormandy,simon-dormandy
144,['Music Sales Corporation'],,January 1997,,https://images.isbndb.com/covers/91/67/9780949789167.jpg,094978916X,9780949789167.0,,,,['Music'],,Paul Simon,paul-simon
145,['Joanne Ryder'],Hardcover,1978,1,https://images.isbndb.com/covers/15/67/9780060251567.jpg,0060251565,9780060251567.0,,1978,Harper & Row,,,Simon Underground,Simon Underground
146,['Wade Anastasia Jere'],,2012,,https://images.isbndb.com/covers/39/34/9786200493934.jpg,6200493936,9786200493934.0,,2012,,,,Simon Baker,Simon-baker
147,['Jerold Angelus'],,2012,,https://images.isbndb.com/covers/71/24/9786200317124.jpg,6200317127,9786200317124.0,,2012,,,,Simon Downer,Simon-downer
148,['Joseph Storer Clouston'],Paperback,2008,,https://images.isbndb.com/covers/53/72/9780548825372.jpg,0548825378,9780548825372.0,30.95,2008,"Kessinger Publishing, Llc",,,Simon (1919),Simon (1919)
149,['Charles Morse'],Hardcover,1981,,https://images.isbndb.com/covers/10/18/9780898121018.jpg,0898121019,9780898121018.0,3.95,1981,Creative Paperbacks Inc,,,Carly Simon,Carly Simon
150,['Michael Bracewell'],Hardcover,2009,,https://images.isbndb.com/covers/46/75/9783865604675.jpg,3865604676,9783865604675.0,45,2009,"Walther König, Köln",,,Simon Periton,Simon Periton
151,['Raintree Steck-vaughn Publishers'],Paperback,1999,,https://images.isbndb.com/covers/75/13/9780811467513.jpg,0811467511,9780811467513.0,6.95,1999,Heinemann/raintree,,,Simon Bolivar,Simon Bolivar
152,['Aaron Philippe Toll'],,2012,,https://images.isbndb.com/covers/79/04/9786200467904.jpg,6200467900,9786200467904.0,,2012,,,,Simon Monjack,Simon-monjack
153,"['Hope', 'Anthony']",,2007,,https://images.isbndb.com/covers/42/06/9781421844206.jpg,1421844206,9781421844206.0,,,,['Literary Collections'],,Simon Dale,simon-dale
154,"['Frederic P. Miller', 'Miller', 'Frederic P.', 'Vandome', 'Agnes F.', 'McBrewster', 'John']",,2010,,https://images.isbndb.com/covers/10/17/9786130701017.jpg,6130701012,9786130701017.0,,2010,,,,Herbert Simon,Herbert-simon
155,['Jordan Naoum'],,2012,,https://images.isbndb.com/covers/86/85/9786200588685.jpg,6200588686,9786200588685.0,,2012,,,,Simon Mallory,Simon-mallory
156,['Anonymous'],Paperback,2010,,https://images.isbndb.com/covers/81/62/9781171878162.jpg,1171878168,9781171878162.0,14.75,2010,Nabu Press,,,Simple Simon,Simple Simon
157,['Hardmod Carlyle Nicolao'],,2012,,https://images.isbndb.com/covers/26/08/9786200262608.jpg,6200262608,9786200262608.0,,2012,,,,Simon Wigg,Simon-wigg
158,['William Poe'],Paperback,2012,,https://images.isbndb.com/covers/95/75/9780615559575.jpg,0615559573,9780615559575.0,11.16,2012,Simon Says,,,Simon Says,Simon Says
159,"['Surhone', 'Lambert M.', 'Timpledon', 'Miriam T.', 'Marseken', 'Susan F.']",,2010,,https://images.isbndb.com/covers/44/41/9786131044441.jpg,6131044449,9786131044441.0,,2010,,,,Rachel Simon,Rachel-simon
160,['Ad La De Felicie'],,2012,,https://images.isbndb.com/covers/10/75/9786136091075.jpg,6136091070,9786136091075.0,,2012,,,,Simon Amstell,Simon-amstell
161,"['Griffis, Molly Levite.']",,2004,1,https://images.isbndb.com/covers/84/77/9781571688477.jpg,1571688471,9781571688477.0,,2004,Eakin Press,"['World War, 1939-1945', 'Jews', 'Rescue', 'Antisemitism', 'Families', 'Identity', 'History']","Simon, A Sixth-grader Who Had Been Sent From Germany To Live With An American Family When He Was Six Years Old, Spends The Summer Of 1942 Facing His Feelings Of Abandonment And Learning About Antisemitism In His Small Oklahoma Town.",Simon Says,Simon Says
162,['Christabel Donatienne Ruby'],,2012,,https://images.isbndb.com/covers/04/06/9786200400406.jpg,6200400407,9786200400406.0,,2012,,,,Simon Stainrod,Simon-stainrod
163,['Shen Roddie'],Paperback,2000,,https://images.isbndb.com/covers/53/20/9780711215320.jpg,0711215324,9780711215320.0,8.99,2000,Frances Lincoln Ltd,,,Simon Says!,Simon Says!
164,['Anonymous'],Paperback,2010,,https://images.isbndb.com/covers/53/47/9781148875347.jpg,1148875344,9781148875347.0,34.75,2010,Nabu Press,,,Simon Dale,Simon Dale
165,['Jordan Naoum'],,2012,,https://images.isbndb.com/covers/69/29/9786200486929.jpg,6200486921,9786200486929.0,,2012,,,,Simon Poulsen,Simon-poulsen
166,['Dällenbach L.'],Paperback,1988,,https://images.isbndb.com/covers/24/45/9782020102445.jpg,2020102447,9782020102445.0,,1988,Seuil,"['Criticism and interpretationSimon, Claude', 'PQ2637.I547 Z64 1988', '843/.914']",Par L. Dällenbach. Bibliography: P. 213-[218],Claude Simon,Claude Simon
167,['Dawn Grace Laroza'],Hardcover,2011,,https://images.isbndb.com/covers/51/58/9781465345158.jpg,1465345159,9781465345158.0,29.99,2011,Xlibris,,,Simon Says,Simon Says
168,"['Savary, Pierre.', 'Glasson, Simon.', 'Glasson, Simon']",,2002,,https://images.isbndb.com/covers/06/29/9782883550629.jpg,288355062x,9782883550629.0,,2002,Editions La Sarine,,,Simon Glasson,Simon Glasson
169,"['Surhone', 'Lambert M.', 'Tennoe', 'Mariam T.', 'Henssonow', 'Susan F.']",,,,https://images.isbndb.com/covers/62/17/9783639926217.jpg,3639926218,9783639926217.0,,,,,,Walt Simon,Walt-simon
170,['Wade Anastasia Jere'],,February 2012,,https://images.isbndb.com/covers/18/87/9786200551887.jpg,620055188X,9786200551887.0,,,,['Performing Arts'],,Simon Fenton,simon-fenton
171,,,2013,,https://images.isbndb.com/covers/42/17/9786200534217.jpg,6200534217,9786200534217.0,,2013,,,,Simon Rolfes,Simon-rolfes
172,['George Robert Stow Mead'],Paperback,2005-02-01,,https://images.isbndb.com/covers/15/00/9781414241500.jpg,141424150x,9781414241500.0,88.99,,Indypublish,,,Simon Magus,Simon Magus
173,['France Bernik'],,2004,,https://images.isbndb.com/covers/23/76/9789616422376.jpg,9616422375,9789616422376.0,,2004,Litera,,,Simon Jenko,Simon-jenko
174,['Eldon A. Mainyu'],,February 2012,,https://images.isbndb.com/covers/63/31/9786200566331.jpg,620056633X,9786200566331.0,,,,['Performing Arts'],,Simon Evans,simon-evans
175,"['Mark Guy Pearse', 'Pearse', 'Mark Guy']",,2010,,https://images.isbndb.com/covers/63/75/9781144676375.jpg,1144676371,9781144676375.0,,,,['Juvenile Fiction'],,Simon Jasper,simon-jasper
176,['Simon Phillips'],Paperback,December 1992,PAP/COM,https://images.isbndb.com/covers/77/68/9780757927768.jpg,0757927769,9780757927768.0,,1992-12-01,Alfred Pub Co,['Literary Collections'],,Simon Phillips,simon-phillips
